Ano;Area;NIVEL_1;REG_HIDR;DIV_HIDRO;NIVEL_2;NIVEL_3;GEOCODIGO;NOME;UF;REGIAO;MESOREGIAO;MICROREGIA
2020;62,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;118,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;34,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;27,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;128,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;136,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;127,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;89,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;79,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;59,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;29,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;110,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;45,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;111,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;82,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;98,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;122,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;136,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;135,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;106,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;95,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;83,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;125,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;268,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;55,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;97,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;65,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;67,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;64,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;73,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;155,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;127,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;89,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;98,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;145,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;419,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;76,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;148,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;81,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;50,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;152,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;68,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;59,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;108,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;55,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;75,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;149,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;117,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;57,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;56,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;104,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;82,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;124,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;62,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;50,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;95,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;124,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;132,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;196,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;225,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5210109;Ipameri;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;58,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 03;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;75,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;90,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;90,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;121,20000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;48,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;108,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;82,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;82,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;82,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;78,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;64,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;87,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;82,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;77,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;102,40000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;37,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;38,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;100,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;78,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;38,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;57,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;43,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;96,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;61,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;79,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;53,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;102,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;79,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;54,80000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;88,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;73,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;100,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;108,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;100,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;56,10000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;55,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;50,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;53,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;69,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;41,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;47,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;150,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;151,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;43,30000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;120,60000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;52,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;68,00000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;25,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;83,50000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;104,60000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;109,00000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;24,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;31,60000;L;RH do PARANA;Parana;PARANAIBA ALTO;PARANAIBA 01;5205109;Catal“o;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;65,50000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;131,40000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;151,30000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;148,20000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;100,80000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;104,60000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;151,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;71,60000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;72,20000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;77,00000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;103,40000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;59,50000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;67,90000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5206206;Cristalina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;138,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;102,00000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;115,60000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;36,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;103,10000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;75,50000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;74,70000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;70,80000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;81,00000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;64,30000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;102,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;93,70000;L;RH do PARANA;Parana;PARANAIBA ALTO;SAO MARCOS 01;5204805;Campo Alegre de Goiﬂs;GO;Centro-Oeste;SUL GOIANO;CATALAO
2020;67,10000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5217609;Planaltina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;96,80000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5217609;Planaltina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;149,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;68,30000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5217609;Planaltina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;67,40000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5217609;Planaltina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;104,90000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;118,00000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5200175;-gua Fria de Goiﬂs;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
2020;67,70000;B;RH do TOCANTINS_ARAGUAIA;Tocantins / Araguaia;TOCANTINS;ALTO TOCANTINS;5217609;Planaltina;GO;Centro-Oeste;LESTE GOIANO;ENTORNO DE BRASILIA
