X,Y,FID,OBJECTID,Fin_origin,F_Ampliada,F_Conjunt,Tipo,Vazao_m³_,Vazao_m³1,Emissao,Validade,Ato_normat,Municipio,UF,Bacia,Corpo_hid,Lat_decim,Long_decim
-45.9728700394429,-12.0662697987881,0,1,DESSEDENTAÇÃO ANIMAL,Dessedentação animal,Outros,Superficial,8.875,0.002465,2014/02/21 00:00:00+00,2018/02/20 00:00:00+00,6997/14,LUIS EDUARDO MAGALHÃES,BA, ,BALSAS,-12.065833,-45.9725
-45.9728700196421,-12.0518252863394,1,2,DESSEDENTAÇÃO ANIMAL,Dessedentação animal,Outros,Superficial,4.375,0.001215,2014/07/10 00:00:00+00,2018/07/10 00:00:00+00,7857/14,LUIS EDUARDO MAGALHÃES,BA, ,BALSAS,-12.051389,-45.9725
-45.040365006479,-12.815719007818,2,3,DESSEDENTAÇÃO ANIMAL,Dessedentação animal,Outros,Superficial,6.666667,0.001852,2015/07/16 00:00:00+00,2019/07/15 00:00:00+00,10.021/15,SÃO DESIDÉRIO,BA, ,RIO DOS PORCOS,-12.815278,-45.04
-45.9495366966526,-12.169436976973,3,4,CONSUMO INDUSTRIAL,Indústria,Indústria,Superficial,2.5,0.000694,2014/09/30 00:00:00+00,2018/09/29 00:00:00+00,8459/14,LUIS EDUARDO MAGALHÃES,BA, ,RIO DAS PEDRAS,-12.169,-45.949167
-45.72106318931,-12.3100490503826,4,5,CONSUMO INDUSTRIAL,Indústria,Indústria,Superficial,6.25,0.001736,2015/07/23 00:00:00+00,2019/07/22 00:00:00+00,10.061/15,LUIS EDUAROD MAGALHÃES,BA, ,RIO DE ONDAS,-12.309611,-45.720694
-44.7823052358888,-13.00016189549,5,6,CONSUMO INDUSTRIAL,Indústria,Indústria,Superficial,370,0.102778,2015/07/31 00:00:00+00,2018/07/30 00:00:00+00,10.129/15,SÃO DESIDÉRIO,BA, ,RIO GUARÁ,-12.999719,-44.781942
-45.4956481537658,-14.3546142101945,6,7,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,3335.541667,0.926539,2013/08/23 00:00:00+00,2017/08/23 00:00:00+00,5651/13,JABORANDI,BA, ,RIO FORMOSO,-14.354167,-45.495278
-45.408980820975,-14.2965585327422,7,8,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1719.166667,0.477546,2013/08/23 00:00:00+00,2017/08/23 00:00:00+00,5650/13,JABORANDI,BA, ,RIO FORMOSO,-14.296111,-45.408611
-45.5425897856915,-12.2965492275773,8,9,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1008.375,0.280104,2013/09/08 00:00:00+00,2017/09/08 00:00:00+00,5795/13,BARREIRAS,BA, ,RIO DE ONDAS,-12.296111,-45.542222
-45.1917543770757,-12.4537726611385,9,10,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,7756.666667,2.15463,2013/09/10 00:00:00+00,2017/09/10 00:00:00+00,5800/13,SÃO DESIDÉRIO,BA, ,RIO DAS FÊMEAS,-12.453333,-45.191389
-45.7695349097562,-11.71043505695,10,11,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1247.541667,0.346539,2013/09/10 00:00:00+00,2017/09/10 00:00:00+00,5798/13,BARREIRAS,BA, ,RIO BRANCO,-11.71,-45.769167
-45.6531455333747,-11.9104361539064,11,12,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,2018.958333,0.560822,2013/09/11 00:00:00+00,2017/09/01 00:00:00+00,5810/13,BARREIRAS,BA, ,RIO DE JANEIRO,-11.91,-45.652778
-45.6746465999636,-12.5790503638146,12,13,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1000,0.277778,2013/09/20 00:00:00+00,2017/09/20 00:00:00+00,5928/13,SÃO DESIDÉRIO,BA, ,RIO RODA VELHA,-12.578611,-45.674278
-45.7531470304057,-12.5226611057197,13,14,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,733.5,0.20375,2013/10/04 00:00:00+00,2017/10/04 00:00:00+00,6057/13,SÃO DESIDÉRIO,BA, ,RIO VEREDÃO,-12.522222,-45.752778
-45.3417580721346,-14.245169521106,14,15,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,5431.541667,1.508762,2013/10/20 00:00:00+00,2017/10/20 00:00:00+00,6153/13,JABORANDI,BA, ,RIO FORMOSO,-14.244722,-45.341389
-46.0173150510293,-12.267937343501,15,16,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,666.666667,0.185185,2013/10/20 00:00:00+00,2017/10/20 00:00:00+00,6150/13,SÃO DESIDÉRIO,BA, ,RIO BORÁ,-12.2675,-46.016944
-45.5212005745042,-12.1634930755701,16,17,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1931.125,0.536424,2013/10/31 00:00:00+00,2017/10/31 00:00:00+00,6248/13,UIS EDUARDO MAGALHÃES,BA, ,RIO DE PEDRAS,-12.163056,-45.520833
-45.5212005745042,-12.1634930755701,17,18,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1931.125,0.536424,2013/10/31 00:00:00+00,2017/10/31 00:00:00+00,6248/13,UIS EDUARDO MAGALHÃES,BA, ,RIO DE PEDRAS,-12.163056,-45.520833
-45.61009054316,-12.5226613018728,18,19,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,863.083333,0.239745,2013/11/05 00:00:00+00,2017/11/05 00:00:00+00,6279/13,SÃO DESIDÉRIO,BA, ,RODA VELHA,-12.522222,-45.609722
-45.7203687389433,-12.3094379374698,19,20,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,894.125,0.248368,2013/11/05 00:00:00+00,2017/11/05 00:00:00+00,6273/13,LUIS EDUARDO MAGALHAES,BA, ,RIO DE ONDAS,-12.309,-45.72
-45.5610621080812,-12.2821324682416,20,21,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,911.916667,0.25331,2013/11/10 00:00:00+00,2017/11/10 00:00:00+00,6314/13,BARREIRAS,BA, ,RIO DE ONDAS,-12.281694,-45.560694
-45.9606479915036,-12.2493262226268,21,22,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1230.041667,0.341678,2013/11/13 00:00:00+00,2017/11/13 00:00:00+00,6345/13,LUIS EDUARDO MAGALHAES,BA, ,RIO BORÁ,-12.248889,-45.960278
-45.1107547563216,-13.0881646187518,22,23,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,548.833333,0.152454,2013/11/13 00:00:00+00,2017/11/13 00:00:00+00,6346/13,SÃO DESIDÉRIO,BA, ,RIO GUARÁ,-13.087722,-45.110389
-45.5484240944988,-12.9518300377434,23,24,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1058.416667,0.294005,2013/11/13 00:00:00+00,2017/11/13 00:00:00+00,6347/13,SÃO DESIDÉRIO,BA, ,RIO GRANDE,-12.951389,-45.548056
-45.040365006479,-12.815719007818,24,25,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1009.666667,0.280463,2013/11/19 00:00:00+00,2017/11/19 00:00:00+00,6374/13,BARREIRAS,BA, ,RIO DOS PORCOS,-12.815278,-45.04
-45.6078689624009,-12.9759967304973,25,26,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,2972.75,0.825764,2013/11/19 00:00:00+00,2017/11/19 00:00:00+00,6373/13,SÃO DESIDÉRIO,BA, ,GRANDE,-12.975556,-45.6075
-45.7142568104167,-11.7376574800776,26,27,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,2991.25,0.830903,2013/11/26 00:00:00+00,2017/11/26 00:00:00+00,6415/13,BARREIRAS,BA, ,RIO BRANCO,-11.737222,-45.713889
-45.0405038966221,-12.8158773413644,27,28,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1517.833333,0.42162,2013/11/26 00:00:00+00,2017/11/26 00:00:00+00,6414/13,SÃO DESIDÉRIO,BA, ,RIO DOS PORCOS,-12.815436,-45.040139
-45.5479234155067,-12.4836056491295,28,29,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,16.666667,0.00463,2013/12/01 00:00:00+00,2017/12/01 00:00:00+00,6461/13,SÃO DESIDÉRIO,BA, ,RIO DAS FÊMEAS,-12.483167,-45.547556
-45.5773144115796,-13.7665559149518,29,30,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1524.833333,0.423565,2013/12/06 00:00:00+00,2017/12/06 00:00:00+00,6504/13,CORRENTINA,BA, ,RIO ARROJADO,-13.766111,-45.576944
-45.4317843672691,-12.9011633018793,30,31,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,2794.916667,0.776366,2013/12/12 00:00:00+00,2017/12/12 00:00:00+00,6550/13,SÃO DESIDÉRIO,BA, ,RIO GRANDE,-12.900722,-45.431417
-45.7559242836013,-12.1344926272993,31,32,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,975.416667,0.270949,2013/12/17 00:00:00+00,2017/12/17 00:00:00+00,6568/13,LUIS EDUARDO MAGALHÃES,BA, ,RIO DA PEDRA,-12.134056,-45.755556
-45.7898136443892,-12.31682676712,32,33,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,1974.083333,0.548356,2013/12/17 00:00:00+00,2017/12/17 00:00:00+00,6569/13,LUIS EDUARDO MAGALHÃES,BA, ,RIO BORÁ,-12.316389,-45.789444
-45.5427318964613,-14.4152532924267,33,34,IRRIGAÇÃO,Irrigação,Irrigação,Superficial,6202.666667,1.722963,2013/12/29 00:00:00+00,2017/12/29 00:00:00+00,6641/13,JABORANDI,BA, ,RIO FORMOSO,-14.414806,-45.542361
